measures,4,,,,,
beats,4,,,,,
divisions,4,,,,,
minTempo ,1,,,,,
maxTempo,300,,,,,
swing,1,,,,,
48,0,0,0,100,1,80
0,0,0,0,1,20,1
52,64,67,72,80,1,80
55,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,80,1
0,64,67,72,1,1,80
0,0,0,0,1,50,1
53,0,0,0,80,1,80
0,0,0,0,1,20,1
57,65,69,77,80,1,80
60,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,85,1
0,65,69,75,1,50,80
0,0,0,0,1,50,1
55,0,0,0,100,1,80
0,0,0,0,1,20,1
59,67,71,79,80,1,80
62,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,80,1
0,67,71,79,1,1,80
0,0,0,0,1,50,1
57,0,0,0,80,1,80
0,0,0,0,1,20,1
60,69,72,81,80,1,80
64,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,85,1
0,69,72,81,1,50,80
0,0,0,0,1,50,1
48,0,0,0,100,1,80
0,0,0,0,1,20,1
52,64,67,72,80,1,80
55,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,80,1
0,64,67,72,1,1,80
0,0,0,0,1,50,1
53,0,0,0,80,1,80
0,0,0,0,1,20,1
57,65,69,77,80,1,80
60,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,85,1
0,65,69,75,1,50,80
0,0,0,0,1,50,1
55,0,0,0,100,1,80
0,0,0,0,1,20,1
59,67,71,79,80,1,80
62,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,80,1
0,67,71,79,1,1,80
0,0,0,0,1,50,1
57,0,0,0,80,1,80
0,0,0,0,1,20,1
60,69,72,81,80,1,80
64,0,0,0,80,1,1
0,0,0,0,1,95,80
0,0,0,0,1,85,1
0,69,72,81,1,50,80
0,0,0,0,1,50,1